id;order_id;production_order_number;customer_responsible;supplier;customer;product_id;order_created_at;order_created_by;order_iop;product_name;product_ref;audit_created_at;audit_last_updated_at;order_status;taxonomy;brand_name;product_type_name;section_name;buyer_name;buyer_group_name;supplier_code;supplier_name;supplier_legal_name
382276;182771f9-3992-4490-8546-bc47326fdc59;60499;sarajv;urn:product-supplier:d3a1d6e3-02e2-4d40-9665-902d140b524e;urn:BUYERCODE:921f26f0-c71e-4b55-b59d-085b0b5bb9ba;ccd5bce6-1cb7-4a97-a246-17503a3d2dc2;2026-01-19T12:47:11.604Z;sarajv;VERDADERO;VESTIDO M/SISA CUPRO ESCOTE ESPALDA ;2-49BBB;2026-01-19T13:00:34.916Z;2026-03-03T04:15:18.988Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;776225;EDT DIS TICARET A.S.;EDT DIS TICARET A.S.
382525;c6c0f77c-7f9e-4725-baa8-9e39bdb77b5a;60575;tamarabo;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;0bec7404-e40f-42fa-b414-9cbc6ee759a1;2026-01-19T14:49:42.332Z;tamarabo;VERDADERO;ZW_THE CREPPE IN TWILL DRESS;2-48DPM;2026-01-19T15:00:29.076Z;2026-03-03T04:15:10.514Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
382577;ad17d404-09b6-43d9-bd7f-997c5aa2dea8;60623;lauramsanc;urn:product-supplier:ce8ad250-da49-46d3-8c2e-94bb8fd9f399;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;33c39d2f-80f3-4ac4-b97d-a78a778402a0;2026-01-19T15:29:01.371Z;lauramsanc;VERDADERO;ZW CAVALRY JEANS;1-49KNY;2026-01-19T15:30:20.953Z;2026-03-03T04:15:03.777Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;758350;SCALATEKS TEKSTIL KONFEKSIYON SAN VE TIC;SCALATEKS TEKSTIL KONFEKSIYON SAN VE TIC LT STI
382584;99ede360-56d1-4ca7-a158-2addb7785162;60618;lauramsanc;urn:product-supplier:ce8ad250-da49-46d3-8c2e-94bb8fd9f399;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;33c39d2f-80f3-4ac4-b97d-a78a778402a0;2026-01-19T15:25:39.127Z;lauramsanc;VERDADERO;ZW CAVALRY JEANS;1-49KNY;2026-01-19T15:30:20.953Z;2026-03-03T04:15:03.777Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;758350;SCALATEKS TEKSTIL KONFEKSIYON SAN VE TIC;SCALATEKS TEKSTIL KONFEKSIYON SAN VE TIC LT STI
382585;beab7bf7-a083-423b-84b1-088529bc0ff3;60620;tamarabo;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;2e075969-e1ff-4f06-94bc-738270c7281a;2026-01-19T15:25:36.955Z;tamarabo;VERDADERO;ZW_VESTIDO VISCREPPE HALTER ABERTURA ESPALDA;2-48MWZ;2026-01-19T15:30:20.953Z;2026-03-03T04:15:03.777Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
382590;ccdacfbf-7266-4fe9-abab-20ef4c3ccb66;60617;lauramsanc;urn:product-supplier:ce8ad250-da49-46d3-8c2e-94bb8fd9f399;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;33c39d2f-80f3-4ac4-b97d-a78a778402a0;2026-01-19T15:22:54.405Z;lauramsanc;VERDADERO;ZW CAVALRY JEANS;1-49KNY;2026-01-19T15:30:20.953Z;2026-03-03T04:15:03.777Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;758350;SCALATEKS TEKSTIL KONFEKSIYON SAN VE TIC;SCALATEKS TEKSTIL KONFEKSIYON SAN VE TIC LT STI
382689;24715f55-554c-48e7-91e9-4fbe8dcee041;60640;lauramsanc;urn:product-supplier:96a7d78c-5d80-4bf2-a6e6-5ac2aa23b1ba;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;33ce1e2d-c039-43ea-9da2-ef89cfa47333;2026-01-19T15:47:04.366Z;lauramsanc;VERDADERO;D.W. THE REFINED WIDE LEG;1-47FFX;2026-01-19T16:00:38.895Z;2026-03-03T04:15:03.777Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;995916;PLUS IC DIS TICARET VE SANAYI ANONIM SIR;PLUS IC DIS TICARET VE SANAYI ANONIM SIRKETI
382788;7ea90a36-829c-489c-a4a5-54b6bab83039;60699;lauramsanc;urn:product-supplier:4c84e169-708b-4ddd-b4e2-e8a38d2473d0;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;c08d02e3-6004-4987-8f69-abcae998cd4e;2026-01-19T16:23:08.524Z;lauramsanc;VERDADERO;ZW CROPPED GD BALLOON JEANS;1-49FJG;2026-01-19T16:30:14.489Z;2026-03-03T04:15:03.943Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;1001949;PURE VILLAGE TEKSTIL ANONIM SIRKETI;PURE VILLAGE TEKSTIL ANONIM SIRKETI
382932;8a568100-7039-4911-b702-98c91ee90a9e;60759;alfredofyr;urn:product-supplier:96a7d78c-5d80-4bf2-a6e6-5ac2aa23b1ba;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;be6cf1b4-5f55-49b5-9b72-9c2cda3e7371;2026-01-19T17:08:25.916Z;lauramsanc;VERDADERO;D.W. THE TAILORED WIDE LEG IN RINSE BLACK;1-31JBK;2026-01-19T17:15:15.769Z;2026-03-04T04:15:47.667Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;995916;PLUS IC DIS TICARET VE SANAYI ANONIM SIR;PLUS IC DIS TICARET VE SANAYI ANONIM SIRKETI
383281;84013925-a877-416c-8478-79a3962b99a0;60875;isabeljnbl;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;5d358603-eff3-448b-a079-41c1a607596d;2026-01-20T09:27:11.499Z;isabeljnbl;VERDADERO;CAMISA TIPO GABARDINA CUELLO CAMISERO;4-49RTJ;2026-01-20T09:38:50.866Z;2026-03-04T04:15:34.042Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
383333;2847a2f4-e62a-40a4-84bf-a8fc335d6848;60891;lauramsanc;urn:product-supplier:ce8ad250-da49-46d3-8c2e-94bb8fd9f399;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;af938308-df8c-4e7b-bd65-4ad279b264d0;2026-01-20T09:48:23.085Z;lauramsanc;VERDADERO;D.W. THE ANKLE BALLOON;1-49FSN;2026-01-20T10:00:49.120Z;2026-03-04T04:15:34.042Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;758350;SCALATEKS TEKSTIL KONFEKSIYON SAN VE TIC;SCALATEKS TEKSTIL KONFEKSIYON SAN VE TIC LT STI
383396;b1168cb7-e87a-499e-af9e-76741c3bcb95;60917;martarep;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:283b76a3-a084-4161-9e2f-ce2010e4a5ac;97da0905-7d7b-411f-a672-a5d4cb5dff63;2026-01-20T10:16:58.938Z;martarep;VERDADERO;ZW_BLAZER GAEL UNIFORME;5-49QTL;2026-01-20T10:30:22.926Z;2026-03-04T04:15:34.200Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
383405;bb173c0e-8fb2-4dd1-834c-b3d18c53d611;60946;noeliacb;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:283b76a3-a084-4161-9e2f-ce2010e4a5ac;4d47295b-9741-4f23-939e-3dd797cd41f2;2026-01-20T10:56:09.196Z;noeliacb;VERDADERO;TRAJE_104-CHAQUETA C/ SUBIDO;5-48JXC;2026-01-20T10:57:22.957Z;2026-03-04T04:15:34.200Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
383455;fa22eb35-4664-49c0-a400-88b01d4481e3;60967;ricardojad;urn:product-supplier:e9816bc7-0e9d-472a-9010-a0f260059c5f;urn:BUYERCODE:30a5ad9e-bc4e-4598-a328-975e44a33354;e2621c03-0037-47d6-87ff-1446f2462981;2026-01-20T11:14:58.979Z;sarasram;VERDADERO;ZW - KNOTTED COLLAR SHIRT ;4-47RTG;2026-01-20T11:15:22.293Z;2026-03-04T04:15:34.180Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;758209;JIAXING VISION GARMENT CO., LTD;JIAXING VISION GARMENT CO., LTD
383523;aefaa235-7433-43d6-ab67-0afffb8db7e6;60973;isabeljnbl;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;3986bb22-f645-453b-81de-0ace9c5859ca;2026-01-20T11:18:06.815Z;isabeljnbl;VERDADERO;CAMISA POPELÍN MANGA JAPONESA;4-47ZBB;2026-01-20T11:32:22.313Z;2026-03-04T04:15:34.180Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
383594;69803f11-e091-437b-bf5e-b494e991cf01;60999;irmacd;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;97fbc39f-62c8-4844-b607-9ae356ee7a57;2026-01-20T11:47:38.902Z;irmacd;VERDADERO;VESTIDO ROMANTICO VOLANTES ASIMETRICOS THE ITEM;2-48LFT;2026-01-20T12:00:46.747Z;2026-03-04T04:15:27.820Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
383650;4667094e-d112-4e21-b44b-b7ae98179963;61042;tamarabo;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;2d9afb26-8c55-47b9-95b1-6206966971d7;2026-01-20T12:26:49.334Z;tamarabo;VERDADERO;ZW_THE HALTER LONG DRESS ;2-49FWN;2026-01-20T12:30:40.379Z;2026-03-04T04:15:27.810Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
383867;01aac4df-f111-47bb-a6b0-25d9942645e4;61076;isabeljnbl;urn:product-supplier:818a0617-f416-49ad-9b2e-1251f57f3418;urn:BUYERCODE:921f26f0-c71e-4b55-b59d-085b0b5bb9ba;fc592d60-8d96-40b8-b0eb-0de7a32de9bb;2026-01-20T14:19:47.370Z;isabeljnbl;VERDADERO;SET_174 THE CLEAN DRAPED BACK TOP ;4-48WXZ;2026-01-20T14:30:11.009Z;2026-03-04T04:15:27.988Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;757755;MASS KONFEKSIYON TEKSTIL SAN. VE TIC. A.;MASS KONFEKSIYON TEKSTIL SAN. VE TIC. A.S.
383947;a3ac39eb-89e3-402c-bcf5-c860af4db5d7;61098;veritysn;urn:product-supplier:27e40a79-cc52-4ca1-a8c1-c8627b8d380a;urn:BUYERCODE:30a5ad9e-bc4e-4598-a328-975e44a33354;4a0528d8-9119-4682-8633-b9878879ba94;2026-01-20T14:46:06.176Z;veritysn;VERDADERO;ZW BLUSA GEORGETTE ENCAJE BORDADO VOLANTES;54-48XVC;2026-01-20T15:00:40.530Z;2026-03-04T04:15:21.289Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;749192;SUZHOU HENGRUN IMPORT&EXPORT CO., LTD;SUZHOU HENGRUN IMPORT&EXPORT CO., LTD
384261;7144fc52-b8b5-4f79-a509-db92c58cf128;61226;lauramsanc;urn:product-supplier:4c84e169-708b-4ddd-b4e2-e8a38d2473d0;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;a09aaefa-4d44-4e0a-8da4-4bcfe1180c5c;2026-01-20T17:09:25.938Z;lauramsanc;VERDADERO;D.W. THE DENIM CAPRI PANT;1-49ZTR;2026-01-20T17:15:11.346Z;2026-03-04T04:15:14.853Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;1001949;PURE VILLAGE TEKSTIL ANONIM SIRKETI;PURE VILLAGE TEKSTIL ANONIM SIRKETI
384266;ff51edf6-8bc5-4336-b89d-dfc16640e791;61224;tamarabo;urn:product-supplier:7f41552a-b003-4464-b7ad-9e1b09b17a14;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;33f70892-d079-42fe-92d7-4769d8a98271;2026-01-20T17:03:58.325Z;tamarabo;VERDADERO;ZW_THE BLACK  DRESS;2-47JPW;2026-01-20T17:15:11.346Z;2026-03-04T04:15:14.853Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727149;ZINTURA;ZINTURA, S.A.
384318;f1b976c2-1043-4bde-8bb9-0d1eb17d46f6;61253;raquelpm;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:283b76a3-a084-4161-9e2f-ce2010e4a5ac;d16fc0ce-218c-41f3-92ea-e9f975028215;2026-01-20T18:09:47.058Z;raquelpm;VERDADERO;PANTALÓN TIRO ALTO;1-49YGV;2026-01-20T18:15:15.903Z;2026-03-04T04:15:14.753Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
384359;93ecd8d5-2efa-401e-93e2-aea85c6d5f6f;23110;;urn:product-supplier:818a0617-f416-49ad-9b2e-1251f57f3418;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;7e8cf958-81a0-41b1-bc35-004873d2db74;2026-01-21T01:04:11.593Z;batchDHWay;FALSO;SET_722 - PANTALON PIJAMERO RAYAS;1-31VHR;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;757755;MASS KONFEKSIYON TEKSTIL SAN. VE TIC. A.;MASS KONFEKSIYON TEKSTIL SAN. VE TIC. A.S.
384360;86abfc20-e0cb-403c-ab9f-33c6ecbcb775;24421;;urn:product-supplier:edf02f77-020b-4cdc-a694-92e26136eedf;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;f6f2ee99-cef7-46cf-9c01-8ec7842f08c6;2026-01-21T01:04:11.436Z;batchDHWay;FALSO;THE CULOTTE TROUSER;1-31YNR;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;745378;AYDIN TEXTILE.ITH.HR.SAN.TC.LTD.STI;AYDIN TEKSTIL ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI 
384361;184031b8-609c-4d5e-b6d0-64b199656322;23117;;urn:product-supplier:edf02f77-020b-4cdc-a694-92e26136eedf;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;998ec4bc-c237-4728-83ab-0e6e5af99eab;2026-01-21T01:04:11.126Z;batchDHWay;FALSO;PANTALON PINZAS CON UN BOTON;1-28DST;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;745378;AYDIN TEXTILE.ITH.HR.SAN.TC.LTD.STI;AYDIN TEKSTIL ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI 
384362;d9961f19-9457-4c60-987e-a341387ad789;23121;;urn:product-supplier:edf02f77-020b-4cdc-a694-92e26136eedf;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;998ec4bc-c237-4728-83ab-0e6e5af99eab;2026-01-21T01:04:11.102Z;batchDHWay;FALSO;PANTALON PINZAS CON UN BOTON;1-28DST;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;745378;AYDIN TEXTILE.ITH.HR.SAN.TC.LTD.STI;AYDIN TEKSTIL ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI 
384363;d976a725-0c59-44fc-a8c3-424e5fef9465;64066;;urn:product-supplier:7f41552a-b003-4464-b7ad-9e1b09b17a14;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;fa9ce754-c491-4960-b0c4-6285b60ed994;2026-01-21T01:04:08.380Z;batchDHWay;FALSO;CULOTTE C.ESPECIAL ;1-31SHJ;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727149;ZINTURA;ZINTURA, S.A.
384364;a602f6ed-45ec-4eb2-a258-d7ae764918f8;30045;;urn:product-supplier:edf02f77-020b-4cdc-a694-92e26136eedf;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;998ec4bc-c237-4728-83ab-0e6e5af99eab;2026-01-21T01:04:08.047Z;batchDHWay;FALSO;PANTALON PINZAS CON UN BOTON;1-28DST;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;745378;AYDIN TEXTILE.ITH.HR.SAN.TC.LTD.STI;AYDIN TEKSTIL ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI 
384365;34fc470e-c639-48c0-8d2c-8d0467e3dc8b;24420;;urn:product-supplier:edf02f77-020b-4cdc-a694-92e26136eedf;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;f6f2ee99-cef7-46cf-9c01-8ec7842f08c6;2026-01-21T01:04:04.774Z;batchDHWay;FALSO;THE CULOTTE TROUSER;1-31YNR;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;745378;AYDIN TEXTILE.ITH.HR.SAN.TC.LTD.STI;AYDIN TEKSTIL ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI 
384366;c66e8807-fa4b-4fe3-8031-d3825e34f921;21607;;urn:product-supplier:dbd701d9-0530-4652-9e29-f70b44a3d4c1;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;73181e2d-7ada-4361-9604-d74b29a32c87;2026-01-21T01:04:04.739Z;batchDHWay;FALSO;SET_479 - PANTALON LINO  PALAZZO;1-28MCJ;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;742019;TÊXTIL LUSOIBÉRICA, LDA;TÊXTIL LUSOIBÉRICA, LDA
384367;0a9a3915-45ba-48c6-bdd9-e2a60cc90169;90236;;urn:product-supplier:c7f1dc31-881a-40a1-b43a-359cefd808b4;urn:BUYERCODE:03218fdc-5197-41d5-9e6b-1752434bd19a;8423f4f9-8954-498e-8ed9-8f0e1aeefce1;2026-01-21T01:04:03.863Z;batchDHWay;FALSO;SET_558 - PANTALON PIJAMERO JOGGER;1-31BZM;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;747604;CRESCENT FASHION & DESIGN LIMITED;CRESCENT FASHION & DESIGN LIMITED
384368;4555a793-fc28-48a6-aded-2daed17ac301;96442;;;urn:BUYERCODE:921f26f0-c71e-4b55-b59d-085b0b5bb9ba;4e245035-8379-44c4-994c-c6c70d3e5f5a;2026-01-21T01:04:03.625Z;batchDHWay;FALSO;PANTALON CAPRI RECTO ;1-31NZR;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;;;
384369;5a2e0735-e2c3-41bb-b615-f30d5536bf35;23111;;urn:product-supplier:818a0617-f416-49ad-9b2e-1251f57f3418;urn:BUYERCODE:921f26f0-c71e-4b55-b59d-085b0b5bb9ba;a2f61882-d650-4dcb-82ad-cb44a2f43183;2026-01-21T01:04:02.449Z;batchDHWay;FALSO;SET_722 - CAMISA RAYAS BAJO DESIGUAL;4-31HXQ;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;757755;MASS KONFEKSIYON TEKSTIL SAN. VE TIC. A.;MASS KONFEKSIYON TEKSTIL SAN. VE TIC. A.S.
384370;35ab6e78-4289-4d83-af84-f6120c72b29d;23120;;urn:product-supplier:edf02f77-020b-4cdc-a694-92e26136eedf;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;998ec4bc-c237-4728-83ab-0e6e5af99eab;2026-01-21T01:04:02.320Z;batchDHWay;FALSO;PANTALON PINZAS CON UN BOTON;1-28DST;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;745378;AYDIN TEXTILE.ITH.HR.SAN.TC.LTD.STI;AYDIN TEKSTIL ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI 
384371;776f7dac-4dbf-4227-bb83-6f6bce90823f;23123;;urn:product-supplier:edf02f77-020b-4cdc-a694-92e26136eedf;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;f6f2ee99-cef7-46cf-9c01-8ec7842f08c6;2026-01-21T01:04:01.281Z;batchDHWay;FALSO;THE CULOTTE TROUSER;1-31YNR;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;745378;AYDIN TEXTILE.ITH.HR.SAN.TC.LTD.STI;AYDIN TEKSTIL ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI 
384372;5439c779-d4e1-46bf-bfa2-4727aa7237a2;64800;;urn:product-supplier:edf02f77-020b-4cdc-a694-92e26136eedf;urn:BUYERCODE:921f26f0-c71e-4b55-b59d-085b0b5bb9ba;c971f7fa-f928-40aa-af56-16f248c786b3;2026-01-21T01:04:00.338Z;batchDHWay;FALSO;PANTALON PINZAS;1-31FDG;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;745378;AYDIN TEXTILE.ITH.HR.SAN.TC.LTD.STI;AYDIN TEKSTIL ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI 
384373;1b049b2c-2a0d-47a5-bf92-32138a607fb6;90216;;urn:product-supplier:c7f1dc31-881a-40a1-b43a-359cefd808b4;urn:BUYERCODE:03218fdc-5197-41d5-9e6b-1752434bd19a;8423f4f9-8954-498e-8ed9-8f0e1aeefce1;2026-01-21T01:04:00.054Z;batchDHWay;FALSO;SET_558 - PANTALON PIJAMERO JOGGER;1-31BZM;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;747604;CRESCENT FASHION & DESIGN LIMITED;CRESCENT FASHION & DESIGN LIMITED
384374;0bbe628e-7881-4fd5-9ccc-7aa3ffba6fc7;23126;;;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;998ec4bc-c237-4728-83ab-0e6e5af99eab;2026-01-21T01:03:59.950Z;batchDHWay;FALSO;PANTALON PINZAS CON UN BOTON;1-28DST;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;;;
384375;c4ed1488-5796-45c2-bce7-6cbf3043f3ce;96440;;;urn:BUYERCODE:921f26f0-c71e-4b55-b59d-085b0b5bb9ba;4e245035-8379-44c4-994c-c6c70d3e5f5a;2026-01-21T01:03:57.691Z;batchDHWay;FALSO;PANTALON CAPRI RECTO ;1-31NZR;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;;;
384376;9e36d22b-00f8-4904-b8b4-9446df60211f;61950;;urn:product-supplier:7f41552a-b003-4464-b7ad-9e1b09b17a14;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;967aa96d-2152-4b24-940f-75f9fb17979d;2026-01-21T01:03:57.419Z;batchDHWay;FALSO;TRAJE_346 - PANTALON PINZAS MASCULINO;1-31SMX;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727149;ZINTURA;ZINTURA, S.A.
384377;b99582f3-999a-4bbc-b06a-1875eb41723b;84637;;urn:product-supplier:c7f1dc31-881a-40a1-b43a-359cefd808b4;urn:BUYERCODE:30a5ad9e-bc4e-4598-a328-975e44a33354;2e3fd2cb-5589-4ded-bd9e-fc0e35060ae2;2026-01-21T01:03:57.308Z;batchDHWay;FALSO;SET_470 - PANTALON IRIA;1-31JQB;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;747604;CRESCENT FASHION & DESIGN LIMITED;CRESCENT FASHION & DESIGN LIMITED
384378;05db0d7d-bbfb-455d-9f1c-a152ab41a246;61614;;urn:product-supplier:c7f1dc31-881a-40a1-b43a-359cefd808b4;urn:BUYERCODE:30a5ad9e-bc4e-4598-a328-975e44a33354;f5d2356f-8614-4eea-88cc-5ccb1323488f;2026-01-21T01:03:56.866Z;batchDHWay;FALSO;PANTALON - MODELO 7971 PENDING;1-31DLL;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;747604;CRESCENT FASHION & DESIGN LIMITED;CRESCENT FASHION & DESIGN LIMITED
384379;7b145e31-2b56-48c0-bece-3b6d2e37ecf9;56951;;;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;5fa2cd12-5419-4cb2-b38b-acb52aa09e1d;2026-01-21T01:03:46.313Z;batchDHWay;FALSO;TRAJE_443 - PANTALON LINO;1-31XPY;2026-01-21T04:00:27.559Z;2026-03-04T04:15:14.666Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;;;
